content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
Tampilan pada aplikasi sangat menarik. Sangat mudah dalam transaksi. I love wondr BNI.,Positive,Tampilan,Tampilan pada aplikasi sangat menarik Sangat mudah dalam transaksi I love wondr BNI,tampilan pada aplikasi sangat menarik sangat mudah dalam transaksi i love wondr bni,tampilan pada aplikasi sangat menarik sangat mudah dalam transaksi i love wondr bni,tampilan sangat menarik sangat mudah transaksi i love,"['tampilan', 'sangat', 'menarik', 'sangat', 'mudah', 'transaksi', 'i', 'love']",tampilan sangat menarik sangat mudah transaksi i love,"['tampilan', 'sangat', 'menarik', 'sangat', 'mudah', 'transaksi', 'i', 'love']"
"Sudah bagus, simple. Cuma untuk menu kurang lengkap tidak seperti mbanking sebelumnya. Mks...",Positive,Tampilan,Sudah bagus simple Cuma untuk menu kurang lengkap tidak seperti mbanking sebelumnya Mks,sudah bagus simple cuma untuk menu kurang lengkap tidak seperti mbanking sebelumnya mks,sudah bagus simpel cuma untuk menu kurang lengkap tidak seperti m banking sebelumnya mks,bagus simpel menu kurang lengkap tidak m banking mks,"['bagus', 'simpel', 'menu', 'kurang', 'lengkap', 'tidak', 'm', 'banking', 'mks']",bagus simpel menu kurang lengkap tidak m banking mks,"['bagus', 'simpel', 'menu', 'kurang', 'lengkap', 'tidak', 'm', 'banking', 'mks']"
"Wondr adalah Super Apps Financial bagi semua nasabah BNI, access QRIS hanya 1 Step, Dashboard Financial Cash in dan Cash Out yang simple serta Informatif, tambahkan lebih banyak Fitur fiturnya, khususnya Pembayaran PDAM kota Makassar. Sukses BNI, mantap Wondr.",Positive,Tampilan,Wondr adalah Super Apps Financial bagi semua nasabah BNI access QRIS hanya  Step Dashboard Financial Cash in dan Cash Out yang simple serta Informatif tambahkan lebih banyak Fitur fiturnya khususnya Pembayaran PDAM kota Makassar Sukses BNI mantap Wondr,wondr adalah super apps financial bagi semua nasabah bni access qris hanya  step dashboard financial cash in dan cash out yang simple serta informatif tambahkan lebih banyak fitur fiturnya khususnya pembayaran pdam kota makassar sukses bni mantap wondr,wondr adalah super apps financial bagi semua nasabah bni access QRIS hanya step dashboard financial cash ini dan cash out yang simpel serta informatif tambahkan lebih banyak fitur fiturnya khususnya pembayaran pdam kota makassar sukses bni mantap wondr,super apps financial nasabah access QRIS step dashboard financial cash cash out simpel informatif tambahkan lebih fitur fiturnya pembayaran pdam kota makassar sukses mantap,"['super', 'apps', 'financial', 'nasabah', 'access', 'QRIS', 'step', 'dashboard', 'financial', 'cash', 'cash', 'out', 'simpel', 'informatif', 'tambahkan', 'lebih', 'fitur', 'fiturnya', 'pembayaran', 'pdam', 'kota', 'makassar', 'sukses', 'mantap']",super apps financial nasabah access QRIS step dashboard financial cash cash out simpel informatif tambahkan lebih fitur fiturnya pembayaran pdam kota makassar sukses mantap,"['super', 'apps', 'financial', 'nasabah', 'access', 'qris', 'step', 'dashboard', 'financial', 'cash', 'cash', 'out', 'simpel', 'informatif', 'tambah', 'lebih', 'fitur', 'fiturnya', 'bayar', 'pdam', 'kota', 'makassar', 'sukses', 'mantap']"
wondr by bni keren,Positive,Tampilan,wondr by bni keren,wondr by bni keren,wondr by bni keren,keren,['keren'],keren,['keren']
"Aplikasi yang kereen dan mudah digunakan, ada fitur baru yang menarik. Tampilan lebih menarik dibanding mobil banking.",Positive,Tampilan,Aplikasi yang kereen dan mudah digunakan ada fitur baru yang menarik Tampilan lebih menarik dibanding mobil banking,aplikasi yang kereen dan mudah digunakan ada fitur baru yang menarik tampilan lebih menarik dibanding mobil banking,aplikasi yang keren dan mudah digunakan ada fitur baru saja yang menarik tampilan lebih menarik dibanding mobil banking,keren mudah fitur menarik tampilan lebih menarik dibanding mobil banking,"['keren', 'mudah', 'fitur', 'menarik', 'tampilan', 'lebih', 'menarik', 'dibanding', 'mobil', 'banking']",keren mudah fitur menarik tampilan lebih menarik dibanding mobil banking,"['keren', 'mudah', 'fitur', 'menarik', 'tampilan', 'lebih', 'menarik', 'banding', 'mobil', 'banking']"
Wondr keren..bikin terwondr wondr dengan fitur dan promonya...,Positive,Tampilan,Wondr keren bikin terwondr wondr dengan fitur dan promonya,wondr keren bikin terwondr wondr dengan fitur dan promonya,wondr keren membuat terwondr wondr dengan fitur dan promonya,keren terwondr fitur promonya,"['keren', 'terwondr', 'fitur', 'promonya']",keren terwondr fitur promonya,"['keren', 'terwondr', 'fitur', 'promonya']"
Wondr BNI makin keren,Positive,Tampilan,Wondr BNI makin keren,wondr bni makin keren,wondr bni semakin keren,keren,['keren'],keren,['keren']
"Aplikasi burikkkkkk..udah daftar verifikasi wajah,tapi minta update data terus ke cabang terdekat,sudah di update orang cabang,pas di coba lagi tetap minta update...gitu2 aja terus aplikasi buriknya sampe lebaran monyet...terimakasih",Negative,Tampilan,Aplikasi burikkkkkk udah daftar verifikasi wajah tapi minta update data terus ke cabang terdekat sudah di update orang cabang pas di coba lagi tetap minta update gitu aja terus aplikasi buriknya sampe lebaran monyet terimakasih,aplikasi burikkkkkk udah daftar verifikasi wajah tapi minta update data terus ke cabang terdekat sudah di update orang cabang pas di coba lagi tetap minta update gitu aja terus aplikasi buriknya sampe lebaran monyet terimakasih,aplikasi burikkkkkk sudah daftar verifikasi wajah tapi meminta update data terus ke cabang terdekat sudah di update orang cabang pas di coba lagi tetap meminta update seperti itu saja terus aplikasi buriknya sampai lebaran monyet terimakasih,burikkkkkk daftar verifikasi wajah update data cabang terdekat update orang cabang pas coba update buriknya lebaran monyet terimakasih,"['burikkkkkk', 'daftar', 'verifikasi', 'wajah', 'update', 'data', 'cabang', 'terdekat', 'update', 'orang', 'cabang', 'pas', 'coba', 'update', 'buriknya', 'lebaran', 'monyet', 'terimakasih']",burikkkkkk daftar verifikasi wajah update data cabang terdekat update orang cabang pas coba update buriknya lebaran monyet terimakasih,"['burikkkkkk', 'daftar', 'verifikasi', 'wajah', 'update', 'data', 'cabang', 'dekat', 'update', 'orang', 'cabang', 'pas', 'coba', 'update', 'burik', 'lebaran', 'monyet', 'terimakasih']"
Lebih simpel ðŸ‘Œ,Positive,Tampilan,Lebih simpel,lebih simpel,lebih simpel,lebih simpel,"['lebih', 'simpel']",lebih simpel,"['lebih', 'simpel']"
"Inilah aplikasi yg kutunggu dr abankku ,aplikasinya simple , mudah dipakai didukung IT yg canggih sbg bank BUMN membuat setiap transaksiku cepat dan mudah",Positive,Tampilan,Inilah aplikasi yg kutunggu dr abankku aplikasinya simple  mudah dipakai didukung IT yg canggih sbg bank BUMN membuat setiap transaksiku cepat dan mudah,inilah aplikasi yg kutunggu dr abankku aplikasinya simple  mudah dipakai didukung it yg canggih sbg bank bumn membuat setiap transaksiku cepat dan mudah,inilah aplikasi yang kutunggu dari abankku aplikasinya simpel mudah dipakai didukung itu yang canggih sebagai bank BUMN membuat setiap transaksiku cepat dan mudah,kutunggu abankku simpel mudah dipakai didukung canggih bank BUMN transaksiku cepat mudah,"['kutunggu', 'abankku', 'simpel', 'mudah', 'dipakai', 'didukung', 'canggih', 'bank', 'BUMN', 'transaksiku', 'cepat', 'mudah']",kutunggu abankku simpel mudah dipakai didukung canggih bank BUMN transaksiku cepat mudah,"['tunggu', 'abankku', 'simpel', 'mudah', 'pakai', 'dukung', 'canggih', 'bank', 'bumn', 'transaksi', 'cepat', 'mudah']"
"Tampilannya menarik, mudah digunakan, transfer jadi lebih cepat, mantap ðŸ‘",Positive,Tampilan,Tampilannya menarik mudah digunakan transfer jadi lebih cepat mantap,tampilannya menarik mudah digunakan transfer jadi lebih cepat mantap,tampilannya menarik mudah digunakan transfer jadi lebih cepat mantap,tampilannya menarik mudah transfer lebih cepat mantap,"['tampilannya', 'menarik', 'mudah', 'transfer', 'lebih', 'cepat', 'mantap']",tampilannya menarik mudah transfer lebih cepat mantap,"['tampil', 'menarik', 'mudah', 'transfer', 'lebih', 'cepat', 'mantap']"
Tambah keren dan lebih cepat buat transaksi,Positive,Tampilan,Tambah keren dan lebih cepat buat transaksi,tambah keren dan lebih cepat buat transaksi,tambah keren dan lebih cepat buat transaksi,keren lebih cepat transaksi,"['keren', 'lebih', 'cepat', 'transaksi']",keren lebih cepat transaksi,"['keren', 'lebih', 'cepat', 'transaksi']"
Aplikasi yg bagus dan simple,Positive,Tampilan,Aplikasi yg bagus dan simple,aplikasi yg bagus dan simple,aplikasi yang bagus dan simpel,bagus simpel,"['bagus', 'simpel']",bagus simpel,"['bagus', 'simpel']"
"Mantab, simpel",Positive,Tampilan,Mantab simpel,mantab simpel,mantap simpel,mantap simpel,"['mantap', 'simpel']",mantap simpel,"['mantap', 'simpel']"
Tampilan aplikasinya fresh dan menyenangkan. Sangat mudah digunakan.,Positive,Tampilan,Tampilan aplikasinya fresh dan menyenangkan Sangat mudah digunakan,tampilan aplikasinya fresh dan menyenangkan sangat mudah digunakan,tampilan aplikasinya fresh dan menyenangkan sangat mudah digunakan,tampilan fresh menyenangkan sangat mudah,"['tampilan', 'fresh', 'menyenangkan', 'sangat', 'mudah']",tampilan fresh menyenangkan sangat mudah,"['tampilan', 'fresh', 'senang', 'sangat', 'mudah']"
"Aplikasi praktis untuk pembayaran QRIS, tampilan bagus dan lengkap fiturnya. Sukses buat BNI.",Positive,Tampilan,Aplikasi praktis untuk pembayaran QRIS tampilan bagus dan lengkap fiturnya Sukses buat BNI,aplikasi praktis untuk pembayaran qris tampilan bagus dan lengkap fiturnya sukses buat bni,aplikasi praktis untuk pembayaran QRIS tampilan bagus dan lengkap fiturnya sukses buat bni,praktis pembayaran QRIS tampilan bagus lengkap fiturnya sukses,"['praktis', 'pembayaran', 'QRIS', 'tampilan', 'bagus', 'lengkap', 'fiturnya', 'sukses']",praktis pembayaran QRIS tampilan bagus lengkap fiturnya sukses,"['praktis', 'bayar', 'qris', 'tampilan', 'bagus', 'lengkap', 'fiturnya', 'sukses']"
"Keren banget aplikasi terbarunya dari BNI, sangat simple, mudah, dan praktis di era digital ini , good job BNI",Positive,Tampilan,Keren banget aplikasi terbarunya dari BNI sangat simple mudah dan praktis di era digital ini  good job BNI,keren banget aplikasi terbarunya dari bni sangat simple mudah dan praktis di era digital ini  good job bni,keren banget aplikasi terbarunya dari bni sangat simpel mudah dan praktis di era digital ini good job bni,keren banget terbarunya sangat simpel mudah praktis era digital good job,"['keren', 'banget', 'terbarunya', 'sangat', 'simpel', 'mudah', 'praktis', 'era', 'digital', 'good', 'job']",keren banget terbarunya sangat simpel mudah praktis era digital good job,"['keren', 'banget', 'baru', 'sangat', 'simpel', 'mudah', 'praktis', 'era', 'digital', 'good', 'job']"
"Sangat mudah dan cepat, tampilan lebih fresh, kerennnn wondr by bni",Positive,Tampilan,Sangat mudah dan cepat tampilan lebih fresh kerennnn wondr by bni,sangat mudah dan cepat tampilan lebih fresh kerennnn wondr by bni,sangat mudah dan cepat tampilan lebih fresh keren wondr by bni,sangat mudah cepat tampilan lebih fresh keren,"['sangat', 'mudah', 'cepat', 'tampilan', 'lebih', 'fresh', 'keren']",sangat mudah cepat tampilan lebih fresh keren,"['sangat', 'mudah', 'cepat', 'tampilan', 'lebih', 'fresh', 'keren']"
"Aplikasi yang baru lebih ok, tampilan lebih fresh, lebih cepat, dan simpel, keren dah ...",Positive,Tampilan,Aplikasi yang baru lebih ok tampilan lebih fresh lebih cepat dan simpel keren dah,aplikasi yang baru lebih ok tampilan lebih fresh lebih cepat dan simpel keren dah,aplikasi yang baru saja lebih oke tampilan lebih fresh lebih cepat dan simpel keren sudah,lebih oke tampilan lebih fresh lebih cepat simpel keren,"['lebih', 'oke', 'tampilan', 'lebih', 'fresh', 'lebih', 'cepat', 'simpel', 'keren']",lebih oke tampilan lebih fresh lebih cepat simpel keren,"['lebih', 'oke', 'tampilan', 'lebih', 'fresh', 'lebih', 'cepat', 'simpel', 'keren']"
"Aplikasi qrisnya simple,jadi lebih mudah bertransaksi..ðŸ‘",Positive,Tampilan,Aplikasi qrisnya simple jadi lebih mudah bertransaksi,aplikasi qrisnya simple jadi lebih mudah bertransaksi,aplikasi qrisnya simpel jadi lebih mudah bertransaksi,qrisnya simpel lebih mudah bertransaksi,"['qrisnya', 'simpel', 'lebih', 'mudah', 'bertransaksi']",qrisnya simpel lebih mudah bertransaksi,"['qrisnya', 'simpel', 'lebih', 'mudah', 'transaksi']"
Cepet bangettt...banyak promonyaa dan lebih praktis dalam bertransaksi...kerennn banget neh aplikasi,Positive,Tampilan,Cepet bangettt banyak promonyaa dan lebih praktis dalam bertransaksi kerennn banget neh aplikasi,cepet bangettt banyak promonyaa dan lebih praktis dalam bertransaksi kerennn banget neh aplikasi,cepat banget banyak promonyaa dan lebih praktis dalam bertransaksi keren banget nih aplikasi,cepat banget promonyaa lebih praktis bertransaksi keren banget nih,"['cepat', 'banget', 'promonyaa', 'lebih', 'praktis', 'bertransaksi', 'keren', 'banget', 'nih']",cepat banget promonyaa lebih praktis bertransaksi keren banget nih,"['cepat', 'banget', 'promonyaa', 'lebih', 'praktis', 'transaksi', 'keren', 'banget', 'nih']"
"luar biasa aplikasi bni wondr, banyak promo promo menarik ada laporan keuangan nya yang beda dari yang lain",Positive,Tampilan,luar biasa aplikasi bni wondr banyak promo promo menarik ada laporan keuangan nya yang beda dari yang lain,luar biasa aplikasi bni wondr banyak promo promo menarik ada laporan keuangan nya yang beda dari yang lain,luar biasa aplikasi bni wondr banyak promo promo menarik ada laporan keuangan ya yang beda dari yang lain,promo promo menarik laporan keuangan beda,"['promo', 'promo', 'menarik', 'laporan', 'keuangan', 'beda']",promo promo menarik laporan keuangan beda,"['promo', 'promo', 'menarik', 'lapor', 'uang', 'beda']"
"Mobile banking terbaik, transaksi menjadi lebih mudah dan cepat, tampilannya juga sangat menarik",Positive,Tampilan,Mobile banking terbaik transaksi menjadi lebih mudah dan cepat tampilannya juga sangat menarik,mobile banking terbaik transaksi menjadi lebih mudah dan cepat tampilannya juga sangat menarik,mobile banking terbaik transaksi menjadi lebih mudah dan cepat tampilannya juga sangat menarik,mobile banking terbaik transaksi lebih mudah cepat tampilannya sangat menarik,"['mobile', 'banking', 'terbaik', 'transaksi', 'lebih', 'mudah', 'cepat', 'tampilannya', 'sangat', 'menarik']",mobile banking terbaik transaksi lebih mudah cepat tampilannya sangat menarik,"['mobile', 'banking', 'baik', 'transaksi', 'lebih', 'mudah', 'cepat', 'tampil', 'sangat', 'menarik']"
"QRIS lebih cepat, tampilan menarik",Positive,Tampilan,QRIS lebih cepat tampilan menarik,qris lebih cepat tampilan menarik,QRIS lebih cepat tampilan menarik,QRIS lebih cepat tampilan menarik,"['QRIS', 'lebih', 'cepat', 'tampilan', 'menarik']",QRIS lebih cepat tampilan menarik,"['qris', 'lebih', 'cepat', 'tampilan', 'menarik']"
"Tampilan lebih menarik, transaksi lebih cepat ðŸ‘ðŸ»ðŸ‘ðŸ»",Positive,Tampilan,Tampilan lebih menarik transaksi lebih cepat,tampilan lebih menarik transaksi lebih cepat,tampilan lebih menarik transaksi lebih cepat,tampilan lebih menarik transaksi lebih cepat,"['tampilan', 'lebih', 'menarik', 'transaksi', 'lebih', 'cepat']",tampilan lebih menarik transaksi lebih cepat,"['tampilan', 'lebih', 'menarik', 'transaksi', 'lebih', 'cepat']"
"Aplikasi nya sangat intuitif, juga desainnya modern & fitur lebih lengkap dari mbank BNI yang lama. Bravo.",Positive,Tampilan,Aplikasi nya sangat intuitif juga desainnya modern  fitur lebih lengkap dari mbank BNI yang lama Bravo,aplikasi nya sangat intuitif juga desainnya modern  fitur lebih lengkap dari mbank bni yang lama bravo,aplikasi ya sangat intuitif juga desainnya modern fitur lebih lengkap dari mbank bni yang lama bravo,sangat intuitif desainnya modern fitur lebih lengkap mbank lama bravo,"['sangat', 'intuitif', 'desainnya', 'modern', 'fitur', 'lebih', 'lengkap', 'mbank', 'lama', 'bravo']",sangat intuitif desainnya modern fitur lebih lengkap mbank lama bravo,"['sangat', 'intuitif', 'desain', 'modern', 'fitur', 'lebih', 'lengkap', 'mbank', 'lama', 'bravo']"
Tampilannya lebih kekinian lebih praktis dan menarik,Positive,Tampilan,Tampilannya lebih kekinian lebih praktis dan menarik,tampilannya lebih kekinian lebih praktis dan menarik,tampilannya lebih kekinian lebih praktis dan menarik,tampilannya lebih kekinian lebih praktis menarik,"['tampilannya', 'lebih', 'kekinian', 'lebih', 'praktis', 'menarik']",tampilannya lebih kekinian lebih praktis menarik,"['tampil', 'lebih', 'kini', 'lebih', 'praktis', 'menarik']"
Tanpa userID lebih simple lebih keren bisa reset pin atm klo atm pas keblokir/lupa pin tanpa hrus ke CS,Positive,Tampilan,Tanpa userID lebih simple lebih keren bisa reset pin atm klo atm pas keblokirlupa pin tanpa hrus ke CS,tanpa userid lebih simple lebih keren bisa reset pin atm klo atm pas keblokirlupa pin tanpa hrus ke cs,tanpa userid lebih simpel lebih keren bisa reset pin ATM kalau ATM pas keblokirlupa pin tanpa harus ke cs,tanpa userid lebih simpel lebih keren bisa reset pin ATM ATM pas keblokirlupa pin tanpa cs,"['tanpa', 'userid', 'lebih', 'simpel', 'lebih', 'keren', 'bisa', 'reset', 'pin', 'ATM', 'ATM', 'pas', 'keblokirlupa', 'pin', 'tanpa', 'cs']",tanpa userid lebih simpel lebih keren bisa reset pin ATM ATM pas keblokirlupa pin tanpa cs,"['tanpa', 'userid', 'lebih', 'simpel', 'lebih', 'keren', 'bisa', 'reset', 'pin', 'atm', 'atm', 'pas', 'keblokirlupa', 'pin', 'tanpa', 'cs']"
"Keren dan gampang aplikasi terbaru BNI, lebih berwarna juga dan transaksi E-wallet ataupun Qris bisa tanpa login.",Positive,Tampilan,Keren dan gampang aplikasi terbaru BNI lebih berwarna juga dan transaksi E wallet ataupun Qris bisa tanpa login,keren dan gampang aplikasi terbaru bni lebih berwarna juga dan transaksi e wallet ataupun qris bisa tanpa login,keren dan gampang aplikasi terbaru bni lebih berwarna juga dan transaksi e wallet ataupun QRIS bisa tanpa login,keren gampang terbaru lebih berwarna transaksi e wallet QRIS bisa tanpa login,"['keren', 'gampang', 'terbaru', 'lebih', 'berwarna', 'transaksi', 'e', 'wallet', 'QRIS', 'bisa', 'tanpa', 'login']",keren gampang terbaru lebih berwarna transaksi e wallet QRIS bisa tanpa login,"['keren', 'gampang', 'baru', 'lebih', 'warna', 'transaksi', 'e', 'wallet', 'qris', 'bisa', 'tanpa', 'login']"
